"Shelf No.","Warehouse Code","Customer Code","Sub-wh. code","Zone Code","Sku Code","Available Qty.","pending shipped Qty.","Putaway time","Stock Type",Length,Width,Height,Wt,库位类型描述
578-018D,UK,G4875,UK-5,UK-5PHIGH-P,G4875-LQXL-HCJ-0005-OAKMP-TA,8,0,"2021-10-13 07:54:17",Standard,67.50,58.60,51.70,22.930,英国仓卡板区库位
578-018E,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000047,8,0,"2021-06-21 14:48:22",Standard,78.00,72.00,33.00,26.500,英国仓卡板区库位
578-018F,UK,G536,UK-5,UK-5PHIGH-P,MP000000000010547,10,0,"2021-03-08 11:08:30",Standard,63.00,43.00,41.00,4.000,英国仓卡板区库位
578-018G,UK,G536,UK-5,UK-5PHIGH-P,M010000000001617541,191,0,"2021-02-15 08:05:11",Standard,32.00,10.00,8.00,0.729,英国仓卡板区库位
578-019B,UK,G666,UK-5,UK-5PHIGH-P,G666-G26001163,45,0,"2021-03-26 02:41:10",Standard,33.50,32.50,28.50,5.300,英国仓卡板区库位
578-019C,UK,G679,UK-5,UK-5PHIGH-P,G679-GB-JYA03609,47,0,"2020-09-23 22:32:13",Standard,49.00,32.00,15.00,1.330,英国仓卡板区库位
578-019D,UK,G536,UK-5,UK-5PHIGH-P,M010000000002576351,24,0,"2020-08-08 15:24:45",Standard,60.00,40.00,9.00,1.100,英国仓卡板区库位
578-019E,UK,G666,UK-5,UK-5PHIGH-P,G666-G13001066,8,0,"2021-04-27 14:08:33",Standard,75.00,43.00,17.00,6.000,英国仓卡板区库位
578-019F,UK,000023,UK-5,UK-5PHIGH-P,000023-HOGA-M0047,5,0,"2021-01-22 01:20:50",Standard,118.50,58.50,15.50,22.700,英国仓卡板区库位
578-020B,UK,G666,UK-5,UK-5PHIGH-P,G666-G26001286,10,0,"2021-06-21 10:42:49",Standard,95.00,66.00,24.00,18.000,英国仓卡板区库位
578-020C,UK,G679,UK-5,UK-5PHIGH-P,G679-GB-JYB00646-02,15,0,"2021-07-05 07:34:00",Standard,106.00,56.00,11.50,26.280,英国仓卡板区库位
578-020D,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0060B,4,0,"2021-09-29 08:51:04",Standard,84.00,71.00,49.00,18.740,英国仓卡板区库位
578-020E,UK,G4875,UK-5,UK-5PHIGH-P,G4875-LQXL-HCJ-0003-SM-GW2,8,0,"2021-09-27 15:57:12",Standard,58.00,58.00,52.00,21.400,英国仓卡板区库位
578-020F,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000078,12,0,"2021-06-26 09:28:48",Standard,66.00,40.50,38.00,6.600,英国仓卡板区库位
578-020G,UK,G4875,UK-5,UK-5PHIGH-P,G4875-LQXL-HCJ-0003-SM-GW2,8,0,"2021-09-27 15:51:59",Standard,58.00,58.00,52.00,21.400,英国仓卡板区库位
578-021B,UK,G666,UK-5,UK-5PHIGH-P,G666-G89000078,9,0,"2021-06-26 09:25:20",Standard,66.00,40.50,38.00,6.600,英国仓卡板区库位
578-021C,UK,G666,UK-5,UK-5PHIGH-P,G666-G17000304,21,0,"2020-10-21 13:46:35",Standard,105.00,48.50,14.00,2.600,英国仓卡板区库位
578-021E,UK,G536,UK-5,UK-5PHIGH-P,M010000000001872687,7,0,"2021-03-18 02:17:21",Standard,101.00,80.00,24.00,12.200,英国仓卡板区库位
578-021F,UK,G536,UK-5,UK-5PHIGH-P,MP000000000010405,37,0,"2021-02-16 19:34:35",Standard,45.00,30.00,20.00,2.000,英国仓卡板区库位
578-021G,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000248,8,0,"2021-07-13 19:20:53",Standard,70.00,60.00,32.00,12.800,英国仓卡板区库位
578-022B,UK,G536,UK-5,UK-5PHIGH-P,MP000000000010332,52,0,"2021-03-17 15:35:07",Standard,22.00,15.00,14.50,1.450,英国仓卡板区库位
578-022C,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000041,6,0,"2021-05-24 11:52:29",Standard,118.00,62.00,30.00,28.100,英国仓卡板区库位
578-022E,UK,G536,UK-5,UK-5PHIGH-P,M010000000001402225,64,0,"2021-03-16 05:44:29",Standard,79.00,34.00,8.00,2.950,英国仓卡板区库位
578-022F,UK,G666,UK-5,UK-5PHIGH-P,G666-G85000130,20,0,"2021-07-13 18:10:43",Standard,86.50,30.50,25.50,13.660,英国仓卡板区库位
578-022G,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000323,8,0,"2021-07-13 19:23:07",Standard,79.50,66.00,34.00,16.132,英国仓卡板区库位
578-023B,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1342-FUR-WHITE,8,0,"2021-10-12 14:56:14",Standard,71.00,58.70,46.20,9.350,英国仓卡板区库位
578-023C,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000323,8,0,"2021-07-13 18:06:49",Standard,79.50,66.00,34.00,16.132,英国仓卡板区库位
578-023D,UK,G536,UK-5,UK-5PHIGH-P,M010000000002418538,10,0,"2021-03-09 00:40:14",Standard,118.00,62.00,12.00,29.000,英国仓卡板区库位
578-023E,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1269-RF,6,0,"2021-08-10 13:17:36",Standard,75.00,73.00,41.00,10.940,英国仓卡板区库位
578-023F,UK,G4389,UK-5,UK-5PHIGH-P,G4389-YS203N1BK,15,0,"2021-06-22 11:38:47",Standard,117.00,36.00,23.00,20.900,英国仓卡板区库位
578-023G,UK,G4389,UK-5,UK-5PHIGH-P,G4389-YS203N1BK,15,0,"2021-06-22 11:35:22",Standard,117.00,36.00,23.00,20.900,英国仓卡板区库位
578-024B,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000041,6,0,"2021-05-24 11:56:47",Standard,118.00,62.00,30.00,28.100,英国仓卡板区库位
578-024C,UK,G666,UK-5,UK-5PHIGH-P,G666-G27000325,1,1,"2021-08-04 14:34:07",Standard,66.00,31.20,30.50,2.900,英国仓卡板区库位
578-024D,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000041,6,0,"2021-05-24 12:01:03",Standard,118.00,62.00,30.00,28.100,英国仓卡板区库位
578-024E,UK,G2425,UK-5,UK-5PHIGH-P,G2425-EUDY-QH8901-STOOL-ORANGE,6,0,"2021-10-28 14:19:48",Standard,70.00,70.00,45.00,16.000,英国仓卡板区库位
578-024G,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACK17UK,20,0,"2021-07-13 18:15:29",Standard,44.00,30.00,17.50,3.438,英国仓卡板区库位
578-025B,UK,G666,UK-5,UK-5PHIGH-P,G666-17003064,17,0,"2020-08-29 12:20:18",Standard,111.00,48.60,13.60,3.270,英国仓卡板区库位
578-025C,UK,G536,UK-5,UK-5PHIGH-P,M010000000001391423,18,0,"2020-10-03 10:32:29",Standard,81.00,41.80,24.70,5.560,英国仓卡板区库位
578-025D,UK,G2707,UK-5,UK-5PHIGH-P,G2707-CP15355-X2917,144,0,"2021-03-08 10:56:28",Standard,64.00,59.00,9.50,1.230,英国仓卡板区库位
578-025E,UK,G1925,UK-5,UK-5PHIGH-P,G1925-5-78-LFT8014,32,0,"2021-10-30 07:44:53",Standard,116.00,21.00,18.00,7.300,英国仓卡板区库位
578-025G,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000211,7,0,"2021-05-25 08:49:26",Standard,107.00,78.00,22.00,18.000,英国仓卡板区库位
578-026B,UK,G666,UK-5,UK-5PHIGH-P,G666-G13003610,8,0,"2021-08-02 08:41:29",Standard,117.00,46.50,34.50,20.500,英国仓卡板区库位
578-026C,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0060B,5,0,"2021-08-05 20:17:28",Standard,84.00,71.00,49.00,18.740,英国仓卡板区库位
578-026D,UK,G536,UK-5,UK-5PHIGH-P,MP000000000003792,50,0,"2021-03-05 18:14:16",Standard,43.30,31.00,15.50,1.620,英国仓卡板区库位
578-026E,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACH150UK,60,0,"2021-11-01 15:24:54",Standard,43.00,26.00,17.50,3.302,英国仓卡板区库位
578-026F,UK,G536,UK-5,UK-5PHIGH-P,M010000000001144968,72,0,"2020-10-29 07:22:00",Standard,27.50,21.00,11.00,0.900,英国仓卡板区库位
578-026G,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000323,8,0,"2021-07-13 18:05:06",Standard,79.50,66.00,34.00,16.132,英国仓卡板区库位
578-027B,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0061B,4,0,"2021-09-29 08:47:34",Standard,84.00,71.00,49.00,18.740,英国仓卡板区库位
578-027C,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0060B,5,0,"2021-08-05 20:16:01",Standard,84.00,71.00,49.00,18.740,英国仓卡板区库位
578-027D,UK,G666,UK-5,UK-5PHIGH-P,G666-G13002056,88,2,"2021-08-25 14:47:27",Standard,62.00,16.50,9.00,2.000,英国仓卡板区库位
578-027E,UK,G666,UK-5,UK-5PHIGH-P,G666-G85000018,63,0,"2021-07-13 17:50:07",Standard,70.00,19.00,14.00,2.180,英国仓卡板区库位
578-027F,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A00580,6,0,"2021-08-05 20:11:43",Standard,122.00,63.00,30.00,15.640,英国仓卡板区库位
578-027G,UK,G1741,UK-5,UK-5PHIGH-P,G1741-DNZ120-60-HPSHT-01,7,0,"2021-03-20 16:15:09",Standard,132.50,73.00,12.00,16.700,英国仓卡板区库位
578-028B,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000041,6,0,"2021-05-24 12:04:34",Standard,118.00,62.00,30.00,28.100,英国仓卡板区库位
578-028C,UK,G4875,UK-5,UK-5PHIGH-P,G4875-LQXL-HCJ-0005-OAKMP-TA,8,0,"2021-10-13 07:54:17",Standard,67.50,58.60,51.70,22.930,英国仓卡板区库位
578-028D,UK,G2425,UK-5,UK-5PHIGH-P,G2425-EUDY-QH8901KY-BK-ORANGE,8,0,"2021-10-28 14:16:14",Standard,71.00,71.00,33.00,12.000,英国仓卡板区库位
578-028E,UK,G666,UK-5,UK-5PHIGH-P,G666-G85000018,63,0,"2021-07-13 17:53:09",Standard,70.00,19.00,14.00,2.180,英国仓卡板区库位
578-028G,UK,G2852,UK-5,UK-5PHIGH-P,G2852-UK-LR001A-BLUE,10,0,"2021-06-18 11:19:40",Standard,84.00,57.00,28.00,20.450,英国仓卡板区库位
578-029B,UK,G536,UK-5,UK-5PHIGH-P,M010000000001402225,64,0,"2020-11-18 03:15:21",Standard,79.00,34.00,8.00,2.950,英国仓卡板区库位
578-029C,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACH150UK,64,0,"2021-08-02 08:56:36",Standard,43.00,26.00,17.50,3.302,英国仓卡板区库位
578-029D,UK,G666,UK-5,UK-5PHIGH-P,G666-13027762,16,0,"2021-03-26 02:37:22",Standard,50.00,50.00,32.00,13.500,英国仓卡板区库位
578-029E,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000040,9,0,"2021-05-24 13:40:55",Standard,107.00,78.00,20.00,18.850,英国仓卡板区库位
578-029F,UK,G666,UK-5,UK-5PHIGH-P,G666-G85000018,63,0,"2021-07-13 17:56:53",Standard,70.00,19.00,14.00,2.180,英国仓卡板区库位
578-029G,UK,G4389,UK-5,UK-5PHIGH-P,G4389-YS203N1BK,15,0,"2021-06-22 11:31:58",Standard,117.00,36.00,23.00,20.900,英国仓卡板区库位
578-030C,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000724,8,0,"2021-04-30 14:55:24",Standard,76.00,57.00,31.00,17.000,英国仓卡板区库位
578-030D,UK,G4602,UK-5,UK-5PHIGH-P,G4602-H61712D1-ZY,128,0,"2021-09-14 10:48:41",Standard,27.00,26.00,7.00,1.195,英国仓卡板区库位
578-030E,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000323,6,0,"2021-07-13 16:44:13",Standard,79.50,66.00,34.00,16.132,英国仓卡板区库位
578-030F,UK,G1741,UK-5,UK-5PHIGH-P,G1741-DNZ120-60-HPSHT-01,10,0,"2021-03-20 16:24:17",Standard,132.50,73.00,12.00,16.700,英国仓卡板区库位
578-030G,UK,G4389,UK-5,UK-5PHIGH-P,G4389-YS203N1BK,15,0,"2021-06-22 11:27:48",Standard,117.00,36.00,23.00,20.900,英国仓卡板区库位
578-031B,UK,G1422,UK-5,UK-5PHIGH-P,G1422-SH0566CZUK,4,0,"2021-09-24 10:21:27",Standard,125.00,58.00,52.00,23.500,英国仓卡板区库位
578-031C,UK,G666,UK-5,UK-5PHIGH-P,G666-G13004471,6,0,"2021-03-03 21:34:53",Standard,98.50,48.50,41.00,27.000,英国仓卡板区库位
578-031D,UK,G666,UK-5,UK-5PHIGH-P,G666-G13000363,40,0,"2021-01-15 16:47:17",Standard,74.00,41.00,5.50,4.300,英国仓卡板区库位
578-031E,UK,G536,UK-5,UK-5PHIGH-P,M010000000001109651,17,0,"2021-02-19 17:56:31",Standard,56.00,36.50,8.00,3.075,英国仓卡板区库位
578-031F,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000323,8,0,"2021-07-13 16:46:02",Standard,79.50,66.00,34.00,16.132,英国仓卡板区库位
578-031G,UK,G1091,UK-5,UK-5PHIGH-P,G1091-KTDT201806004A,26,0,"2020-10-20 10:44:13",Standard,82.00,16.50,15.50,2.920,英国仓卡板区库位
578-032B,UK,G666,UK-5,UK-5PHIGH-P,G666-G13003972,14,0,"2021-08-25 18:20:58",Standard,75.00,43.00,26.00,17.000,英国仓卡板区库位
578-032C,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0063A,4,0,"2021-09-29 08:44:03",Standard,84.00,71.00,49.00,18.740,英国仓卡板区库位
578-032D,UK,G2425,UK-5,UK-5PHIGH-P,G2425-EUDY-D7524-WHITE,8,0,"2021-10-28 12:51:40",Standard,60.00,60.00,43.00,10.800,英国仓卡板区库位
578-032E,UK,G536,UK-5,UK-5PHIGH-P,M010000000000327556,24,0,"2021-03-19 16:58:04",Standard,125.00,48.00,13.00,4.600,英国仓卡板区库位
578-032F,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-94578-26-GREY,8,0,"2021-10-28 14:12:48",Standard,66.00,61.50,52.00,16.800,英国仓卡板区库位
578-032G,UK,G666,UK-5,UK-5PHIGH-P,G666-G85000018,61,2,"2021-07-13 16:23:48",Standard,70.00,19.00,14.00,2.180,英国仓卡板区库位
578-033B,UK,G666,UK-5,UK-5PHIGH-P,G666-G51000094,24,0,"2021-09-09 16:27:51",Standard,42.00,39.00,19.00,12.000,英国仓卡板区库位
578-033C,UK,G666,UK-5,UK-5PHIGH-P,G666-G13003610,8,0,"2021-08-02 08:31:47",Standard,117.00,46.50,34.50,20.500,英国仓卡板区库位
578-033D,UK,G666,UK-5,UK-5PHIGH-P,G666-G13004471,6,0,"2021-03-03 21:32:19",Standard,98.50,48.50,41.00,27.000,英国仓卡板区库位
578-033E,UK,G536,UK-5,UK-5PHIGH-P,M010000000000631190,13,2,"2020-08-24 22:34:18",Standard,57.00,36.00,10.50,1.080,英国仓卡板区库位
578-033F,UK,G536,UK-5,UK-5PHIGH-P,M010000000001001429,19,0,"2021-03-13 02:24:49",Standard,41.00,37.50,24.50,2.500,英国仓卡板区库位
578-033G,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A00580,6,0,"2021-08-05 20:09:13",Standard,122.00,63.00,30.00,15.640,英国仓卡板区库位
578-034B,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000041,6,0,"2021-05-24 12:07:16",Standard,118.00,62.00,30.00,28.100,英国仓卡板区库位
578-034C,UK,G536,UK-5,UK-5PHIGH-P,M010000000000347139,18,0,"2020-08-24 19:13:45",Standard,78.00,31.00,7.00,11.790,英国仓卡板区库位
578-034D,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A00640,5,0,"2021-09-09 16:30:40",Standard,71.20,71.20,20.40,20.900,英国仓卡板区库位
578-034E,UK,G907,UK-5,UK-5PHIGH-P,G907-HM0449607-4,13,0,"2020-09-09 05:10:25",Standard,56.00,52.00,25.50,10.000,英国仓卡板区库位
578-034F,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0067B,5,0,"2021-09-29 08:15:36",Standard,102.00,84.00,26.00,20.900,英国仓卡板区库位
578-035B,UK,G666,UK-5,UK-5PHIGH-P,G666-G13002581,14,0,"2021-08-25 14:39:28",Standard,84.00,32.00,19.50,16.000,英国仓卡板区库位
578-035C,UK,G666,UK-5,UK-5PHIGH-P,G666-G42000185,60,0,"2021-05-06 15:11:57",Standard,62.00,16.00,16.00,0.910,英国仓卡板区库位
578-035E,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000631,20,0,"2021-08-05 19:59:39",Standard,68.50,35.00,32.00,10.279,英国仓卡板区库位
578-035F,UK,G666,UK-5,UK-5PHIGH-P,G666-89002873,120,0,"2021-05-24 20:11:58",Standard,91.00,10.00,10.00,1.600,英国仓卡板区库位
578-035G,UK,G2425,UK-5,UK-5PHIGH-P,G2425-EUDY-D7524-WHITE,8,0,"2021-10-28 12:48:17",Standard,60.00,60.00,43.00,10.800,英国仓卡板区库位
578-036B,UK,G536,UK-5,UK-5PHIGH-P,M010000000000327556,24,0,"2021-03-19 16:50:00",Standard,125.00,48.00,13.00,4.600,英国仓卡板区库位
578-036C,UK,G666,UK-5,UK-5PHIGH-P,G666-G13005014,29,0,"2021-08-25 14:26:14",Standard,106.00,39.50,11.00,14.500,英国仓卡板区库位
578-036D,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000622,20,0,"2021-08-05 19:57:09",Standard,67.00,34.00,29.00,10.000,英国仓卡板区库位
578-036E,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000724,8,0,"2021-04-30 14:53:09",Standard,76.00,57.00,31.00,17.000,英国仓卡板区库位
578-037B,UK,G666,UK-5,UK-5PHIGH-P,G666-G10000357,8,0,"2021-09-24 09:58:02",Standard,66.00,56.00,40.00,24.500,英国仓卡板区库位
578-037C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1342-LIGHT-PINK,6,0,"2021-10-12 14:50:28",Standard,71.50,58.00,46.00,9.620,英国仓卡板区库位
578-037D,UK,G536,UK-5,UK-5PHIGH-P,M010000000002008614,108,0,"2021-02-09 17:58:53",Standard,27.00,25.50,18.50,1.700,英国仓卡板区库位
578-037E,UK,000023,UK-5,UK-5PHIGH-P,000023-HOGA-M0047,9,0,"2021-01-22 07:10:02",Standard,118.50,58.50,15.50,22.700,英国仓卡板区库位
578-037F,UK,G2707,UK-5,UK-5PHIGH-P,G2707-CP15355-X2917,144,0,"2021-03-08 10:47:59",Standard,64.00,59.00,9.50,1.230,英国仓卡板区库位
578-037G,UK,G4389,UK-5,UK-5PHIGH-P,G4389-YS203N1BK,15,0,"2021-06-22 11:20:16",Standard,117.00,36.00,23.00,20.900,英国仓卡板区库位
578-038B,UK,G666,UK-5,UK-5PHIGH-P,G666-G13004471,6,0,"2021-03-03 21:04:10",Standard,98.50,48.50,41.00,27.000,英国仓卡板区库位
578-038C,UK,G666,UK-5,UK-5PHIGH-P,G666-G13003610,8,0,"2021-08-02 07:35:44",Standard,117.00,46.50,34.50,20.500,英国仓卡板区库位
578-038D,UK,G536,UK-5,UK-5PHIGH-P,MP000000000003618,34,0,"2020-11-25 01:14:50",Standard,33.50,30.50,30.00,2.860,英国仓卡板区库位
578-038E,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-94036B-26-GREY,8,0,"2021-10-28 12:35:22",Standard,63.00,54.00,52.00,17.000,英国仓卡板区库位
578-038F,UK,G4389,UK-5,UK-5PHIGH-P,G4389-YS203N1GR,15,0,"2021-06-22 11:24:29",Standard,118.00,37.00,23.00,20.900,英国仓卡板区库位
578-038G,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000211,7,0,"2021-05-25 08:54:06",Standard,107.00,78.00,22.00,18.000,英国仓卡板区库位
578-039B,UK,G666,UK-5,UK-5PHIGH-P,G666-G13003610,8,0,"2021-08-02 07:39:24",Standard,117.00,46.50,34.50,20.500,英国仓卡板区库位
578-039C,UK,G4690,UK-5,UK-5PHIGH-P,G4690-18053,20,0,"2021-07-05 18:08:47",Standard,87.00,62.50,13.00,12.450,英国仓卡板区库位
578-039D,UK,G666,UK-5,UK-5PHIGH-P,G666-G27000186,9,0,"2021-08-05 19:54:24",Standard,95.00,36.00,33.00,16.000,英国仓卡板区库位
578-039E,UK,G1091,UK-5,UK-5PHIGH-P,G1091-ZYDC202006006,6,0,"2020-10-13 14:13:48",Standard,30.00,27.00,27.00,18.500,英国仓卡板区库位
578-039F,UK,G5688,UK-5,UK-5PHIGH-P,G5688-OY-01K-A0063A,4,0,"2021-09-29 08:11:41",Standard,84.00,71.00,49.00,18.740,英国仓卡板区库位
578-039G,UK,G666,UK-5,UK-5PHIGH-P,G666-G27000186,9,0,"2021-08-05 19:52:47",Standard,95.00,36.00,33.00,16.000,英国仓卡板区库位
578-040C,UK,G666,UK-5,UK-5PHIGH-P,G666-G53000019,39,0,"2021-09-14 10:39:49",Standard,111.50,19.50,18.00,5.220,英国仓卡板区库位
578-040D,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000212,6,0,"2021-06-21 14:33:06",Standard,118.00,63.00,32.00,28.000,英国仓卡板区库位
578-040E,UK,G1422,UK-5,UK-5PHIGH-P,G1422-SH0566CZUK,4,0,"2021-09-24 10:18:43",Standard,125.00,58.00,52.00,23.500,英国仓卡板区库位
578-040F,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000046,8,0,"2021-06-21 14:58:29",Standard,93.00,67.00,29.00,18.000,英国仓卡板区库位
578-040G,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000046,2,0,"2021-06-21 15:00:35",Standard,93.00,67.00,29.00,18.000,英国仓卡板区库位
578-041B,UK,G666,UK-5,UK-5PHIGH-P,G666-G85000026,40,0,"2021-07-13 13:54:32",Standard,64.40,63.00,9.80,3.300,英国仓卡板区库位
578-041C,UK,G666,UK-5,UK-5PHIGH-P,G666-G85000130,20,0,"2021-07-13 13:57:24",Standard,86.50,30.50,25.50,13.660,英国仓卡板区库位
578-041D,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000481,53,0,"2021-06-21 12:54:22",Standard,114.00,26.00,7.00,3.150,英国仓卡板区库位
578-041E,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000047,7,0,"2021-06-21 14:14:49",Standard,78.00,72.00,33.00,26.500,英国仓卡板区库位
578-041F,UK,G666,UK-5,UK-5PHIGH-P,G666-G13000116,9,0,"2021-03-19 16:46:01",Standard,73.00,42.00,42.00,14.600,英国仓卡板区库位
578-041G,UK,G4389,UK-5,UK-5PHIGH-P,G4389-YS203N1GR,15,0,"2021-06-22 11:16:50",Standard,118.00,37.00,23.00,20.900,英国仓卡板区库位
578-042B,UK,G666,UK-5,UK-5PHIGH-P,G666-G13002274,26,0,"2021-07-29 10:08:29",Standard,95.00,41.00,13.00,9.500,英国仓卡板区库位
578-042C,UK,G2707,UK-5,UK-5PHIGH-P,G2707-CP15355-X2917,144,0,"2021-03-08 10:51:30",Standard,64.00,59.00,9.50,1.230,英国仓卡板区库位
578-042D,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-74208-GREY,6,0,"2021-04-22 11:35:01",Standard,64.00,64.00,50.00,12.000,英国仓卡板区库位
578-042E,UK,G666,UK-5,UK-5PHIGH-P,G666-13028921,12,0,"2021-08-25 11:03:16",Standard,92.80,73.90,11.20,17.886,英国仓卡板区库位
578-042F,UK,200,UK-5,UK-5PHIGH-P,200-OT-ML-266-1,10,0,"2020-12-18 01:10:45",Standard,57.50,52.00,39.50,10.900,英国仓卡板区库位
578-042G,UK,G666,UK-5,UK-5PHIGH-P,G666-G85000026,40,0,"2021-07-13 13:05:35",Standard,64.40,63.00,9.80,3.300,英国仓卡板区库位
578-043D,UK,G666,UK-5,UK-5PHIGH-P,G666-G26001449,23,0,"2021-02-23 15:16:58",Standard,103.00,44.00,13.00,6.800,英国仓卡板区库位
578-043E,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-94036B-26-GREY,8,0,"2021-10-28 12:31:47",Standard,63.00,54.00,52.00,17.000,英国仓卡板区库位
578-043F,UK,G1921,UK-5,UK-5PHIGH-P,G1921-YDL-1040800400,8,0,"2020-08-24 13:33:11",Standard,80.00,65.00,50.00,34.000,英国仓卡板区库位
578-043G,UK,G666,UK-5,UK-5PHIGH-P,G666-G27000186,9,0,"2021-08-05 19:50:01",Standard,95.00,36.00,33.00,16.000,英国仓卡板区库位
578-044D,UK,G666,UK-5,UK-5PHIGH-P,G666-100045515,64,0,"2021-07-13 19:35:18",Standard,73.00,27.00,12.00,5.200,英国仓卡板区库位
578-044F,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000847,4,0,"2021-06-21 12:32:19",Standard,75.00,68.00,55.00,22.400,英国仓卡板区库位
578-044G,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-94036B-26-BLUE,8,0,"2021-10-28 12:28:14",Standard,63.00,54.00,52.00,17.400,英国仓卡板区库位
578-045D,UK,G666,UK-5,UK-5PHIGH-P,G666-100045515,64,0,"2021-07-13 19:32:32",Standard,73.00,27.00,12.00,5.200,英国仓卡板区库位
578-045E,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-94578-26-GREEN,8,0,"2021-10-28 12:25:16",Standard,66.00,61.50,52.00,16.500,英国仓卡板区库位
578-045F,UK,G1921,UK-5,UK-5PHIGH-P,G1921-YDL-1040800112,18,0,"2020-08-24 13:39:02",Standard,51.00,45.00,26.00,12.000,英国仓卡板区库位
578-045G,UK,G666,UK-5,UK-5PHIGH-P,G666-17002963,24,0,"2021-07-10 12:35:56",Standard,103.00,41.00,8.50,3.800,英国仓卡板区库位
578-046B,UK,G666,UK-5,UK-5PHIGH-P,G666-G42000053,8,0,"2021-06-28 08:22:54",Standard,125.00,82.00,10.00,24.000,英国仓卡板区库位
578-046C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1342-FUR-BLACK,6,0,"2021-10-28 12:22:15",Standard,71.00,59.00,46.00,9.200,英国仓卡板区库位
578-046D,UK,G536,UK-5,UK-5PHIGH-P,M010000000000317472,27,0,"2021-03-08 10:16:43",Standard,67.00,47.00,10.00,4.620,英国仓卡板区库位
578-046E,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000725,8,0,"2021-04-30 15:39:23",Standard,76.00,57.00,30.50,17.000,英国仓卡板区库位
578-046F,UK,G536,UK-5,UK-5PHIGH-P,M010000000002008614,99,0,"2021-02-09 17:50:37",Standard,27.00,25.50,18.50,1.700,英国仓卡板区库位
578-046G,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000046,8,0,"2021-06-21 14:20:24",Standard,93.00,67.00,29.00,18.000,英国仓卡板区库位
578-047B,UK,G666,UK-5,UK-5PHIGH-P,G666-89013697,24,0,"2021-06-26 08:39:09",Standard,67.00,33.50,26.50,4.600,英国仓卡板区库位
578-047C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-74208-GREY,6,0,"2021-04-22 11:30:12",Standard,64.00,64.00,50.00,12.000,英国仓卡板区库位
578-047E,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000579,8,0,"2021-03-17 18:39:04",Standard,130.00,61.50,21.00,16.300,英国仓卡板区库位
578-047F,UK,G1921,UK-5,UK-5PHIGH-P,G1921-YDL-1040800400,8,0,"2020-08-24 13:51:53",Standard,80.00,65.00,50.00,34.000,英国仓卡板区库位
